Parm,NImpute,Estimate,StdErr,LCLMean,UCLMean,DF,Min,Max,Theta0,tValue,Probt,mod,RR,LCI,UCI
foodswampzq1,5,0.067908,0.046993,-0.02477,0.16059,194.58,0.049418,0.092342,0,1.45,0.1500,swamp,1.0702670303,0.9755312268,1.1742028187
foodswampzq2,5,0.033532,0.052044,-0.06954,0.13660,116.77,0.019325,0.069576,0,0.64,0.5207,swamp,1.034100143,0.932821552,1.1463747846
foodswampzq3,5,-0.017098,0.050151,-0.11702,0.08282,74.386,-0.053361,0.005681,0,-0.34,0.7341,swamp,0.9830469415,0.8895697182,1.0863468815
sesq0,5,0.073850,0.060102,-0.04787,0.19557,37.567,0.042205,0.120765,0,1.23,0.2268,swamp,1.0766450347,0.9532614753,1.2159985071
sesq1,5,0.069759,0.055528,-0.04151,0.18103,55.291,0.031603,0.104449,0,1.26,0.2143,swamp,1.0722493971,0.9593403604,1.1984472007
sesq2,5,0.066616,0.047298,-0.02618,0.15941,1222.9,0.051705,0.075980,0,1.41,0.1593,swamp,1.0688853996,0.9741613798,1.1728200494
heduc1,5,0.231187,0.054779,0.12239,0.33998,91.832,0.210815,0.262653,0,4.22,<.0001,swamp,1.2600950879,1.1301941172,1.4049264691
heduc2,5,0.125209,0.041231,0.04337,0.20705,96.624,0.100421,0.139998,0,3.04,0.0031,swamp,1.133385157,1.0443260917,1.2300390887
fincome1,5,0.076451,0.070932,-0.06552,0.21842,58.258,0.037948,0.111936,0,1.08,0.2856,swamp,1.0794489602,0.9365784989,1.2441136103
fincome2,5,0.021358,0.058350,-0.09598,0.13870,47.683,-0.008729,0.062303,0,0.37,0.7160,swamp,1.021587394,0.9084789531,1.1487781858
fincome3,5,-0.017674,0.053762,-0.12318,0.08783,941.67,-0.030162,-0.002119,0,-0.33,0.7424,swamp,0.9824808687,0.8841035547,1.0918049727
midwest,5,-0.038226,0.039408,-0.11567,0.03922,456.19,-0.049290,-0.019787,0,-0.97,0.3326,swamp,0.9624953908,0.8907692933,1.0399969827
south,5,-0.051640,0.059533,-0.17240,0.06912,35.787,-0.092728,-0.005434,0,-0.87,0.3915,swamp,0.9496707233,0.8416401412,1.0715678098
west,5,-0.255921,0.068117,-0.39686,-0.11498,22.904,-0.307668,-0.218411,0,-3.76,0.0010,swamp,0.7742031455,0.6724249673,0.891386459
cohort,5,0.078393,0.036494,0.00668,0.15010,475.54,0.067928,0.093650,0,2.15,0.0322,swamp,1.0815475045,1.0067063713,1.1619525195
chage,5,0.074163,0.007233,0.05976,0.08857,75.714,0.069411,0.077448,0,10.25,<.0001,swamp,1.0769826249,1.0615784204,1.0926103546
white,5,-0.166502,0.071304,-0.30803,-0.02497,96.444,-0.212077,-0.131337,0,-2.34,0.0216,swamp,0.8466212807,0.7348932201,0.9753356996
sex,5,-0.514827,0.035925,-0.58650,-0.44316,68.848,-0.532215,-0.491369,0,-14.33,<.0001,swamp,0.5976040615,0.5562719005,0.6420072881
INTERCEPT,5,-3.414220,0.141602,-3.69414,-3.13430,142.27,-3.473916,-3.330191,0,-24.11,<.0001,swamp,0.0329020658,0.0248689547,0.0435300135
foodswampz_m,5,-0.000536,0.000421,-0.00138,0.00031,57.275,-0.000879,-0.000398,0,-1.27,0.2081,swamp,0.9994644544,0.9986228984,1.0003067196
ses_m,5,-0.008999,0.007855,-0.02500,0.00700,31.948,-0.015401,-0.004851,0,-1.15,0.2605,swamp,0.9910411732,0.9753088637,1.0070272542
husbeduc,5,-0.114870,0.027179,-0.16897,-0.06077,78.621,-0.130921,-0.104099,0,-4.23,<.0001,swamp,0.8914818064,0.8445321174,0.941041548
