Parm,NImpute,Estimate,StdErr,LCLMean,UCLMean,DF,Min,Max,Theta0,tValue,Probt,mod,RR,LCI,UCI
sex,5,-0.514500,0.035969,-0.58629,-0.44271,67.475,-0.531662,-0.490865,0,-14.30,<.0001,inc,0.5977994593,0.5563901274,0.6422906806
INTERCEPT,5,-9.291001,0.184865,-9.65652,-8.92548,138.71,-9.362362,-9.194566,0,-50.26,<.0001,lif,0.0000922507,0.000064007,0.0001329571
chwestq1,5,0.085739,0.051456,-0.01678,0.18826,74.157,0.073811,0.126063,0,1.67,0.0999,lif,1.0895219126,0.9833551816,1.207150804
chwestq2,5,0.136407,0.050501,0.03739,0.23542,3380.5,0.126679,0.146644,0,2.70,0.0069,lif,1.1461481251,1.0380992368,1.2654431081
chwestq3,5,0.124825,0.062693,0.00069,0.24897,118.8,0.081436,0.139300,0,1.99,0.0488,lif,1.1329506687,1.0006855093,1.2826979165
chstq1,5,0.127859,0.049208,0.03092,0.22480,237.99,0.100798,0.141936,0,2.60,0.0100,lif,1.1363931072,1.0314026841,1.252070907
chstq2,5,0.136216,0.050429,0.03623,0.23620,105.94,0.112693,0.162065,0,2.70,0.0080,lif,1.1459291651,1.036898986,1.2664238939
chstq3,5,0.160505,0.046427,0.06939,0.25162,942.73,0.144478,0.172378,0,3.46,0.0006,lif,1.1741039955,1.0718571963,1.2861043403
chpaq0,5,0.017563,0.045894,-0.07267,0.10780,382.11,0.004822,0.032570,0,0.38,0.7022,lif,1.0177181574,0.9299040216,1.1138248935
chpaq1,5,-0.022660,0.048890,-0.12039,0.07507,61.928,-0.051152,0.008741,0,-0.46,0.6446,lif,0.9775943672,0.8865728588,1.0779607533
chpaq2,5,-0.025047,0.046337,-0.11724,0.06715,80.935,-0.058014,-0.007427,0,-0.54,0.5903,lif,0.9752641687,0.8893687472,1.0694553882
chcalq1,5,-0.110086,0.057469,-0.22738,0.00721,30.434,-0.151127,-0.077023,0,-1.92,0.0649,lif,0.8957566554,0.7966142536,1.0072377968
chcalq2,5,-0.111654,0.057402,-0.22637,0.00306,62.938,-0.138360,-0.078646,0,-1.95,0.0562,lif,0.8943534887,0.7974263506,1.0030621162
chcalq3,5,-0.244597,0.069505,-0.38457,-0.10463,45.245,-0.298749,-0.202214,0,-3.52,0.0010,lif,0.7830198468,0.6807460653,0.9006590148
chbmibase,5,0.338910,0.007896,0.32340,0.35442,472.86,0.336348,0.341829,0,42.92,<.0001,lif,1.4034169199,1.3818114477,1.4253602069
cohort,5,-0.210626,0.036799,-0.28306,-0.13820,287.03,-0.223102,-0.194302,0,-5.72,<.0001,lif,0.8100770893,0.7534773254,0.8709285185
chage,5,0.017253,0.008401,0.00057,0.03394,91.117,0.011998,0.020768,0,2.05,0.0429,lif,1.017402572,1.0005653869,1.0345230877
white,5,-0.104043,0.065721,-0.23414,0.02606,121.98,-0.144314,-0.073325,0,-1.58,0.1160,lif,0.9011867068,0.7912481648,1.0264004603
sex,5,-0.617871,0.037085,-0.69228,-0.54346,52.159,-0.637824,-0.594086,0,-16.66,<.0001,lif,0.5390908497,0.500432772,0.5807352367
INTERCEPT,5,-8.986058,0.223905,-9.43533,-8.53678,52.115,-9.091419,-8.847436,0,-40.13,<.0001,lif,0.0001251424,0.0000798522,0.0001961199
chwest_m,5,0.073623,0.033926,0.00635,0.14089,104.8,0.050919,0.084349,0,2.17,0.0323,lif,1.0764010964,1.0063724895,1.1513026562
chst_m,5,0.003493,0.001218,0.00109,0.00590,196.05,0.002881,0.003877,0,2.87,0.0046,lif,1.0034986938,1.0010907202,1.0059124594
chpa_m,5,-0.000327,0.002370,-0.00502,0.00436,124.13,-0.001516,0.000701,0,-0.14,0.8904,lif,0.9996727855,0.9949942092,1.0043733611
chcal_m,5,-0.000166,0.000047629,-0.00026,-0.00007,51.26,-0.000199,-0.000135,0,-3.49,0.0010,lif,0.9998339089,0.9997383225,0.9999295044
chbmibase,5,0.338615,0.007873,0.32314,0.35408,493.6,0.336262,0.341441,0,43.01,<.0001,lif,1.4030025776,1.3814655526,1.4248753646
cohort,5,-0.221664,0.037128,-0.29472,-0.14861,306.5,-0.233640,-0.206889,0,-5.97,<.0001,lif,0.8011844851,0.7447390686,0.8619080242
chage,5,0.017539,0.008470,0.00068,0.03440,79.385,0.012155,0.021314,0,2.07,0.0416,lif,1.0176940619,1.0006815908,1.0349957601
white,5,-0.102055,0.065248,-0.23111,0.02700,133.04,-0.141543,-0.072792,0,-1.56,0.1202,lif,0.9029802633,0.7936499278,1.0273715493
sex,5,-0.621574,0.036917,-0.69559,-0.54755,53.77,-0.641362,-0.598033,0,-16.84,<.0001,lif,0.5370986428,0.4987777681,0.5783636933
