Parm,NImpute,Estimate,StdErr,LCLMean,UCLMean,DF,Min,Max,Theta0,tValue,Probt,mod,RR,LCI,UCI
physicianq2,5,-0.052305,0.185824,-0.41966,0.31505,141.26,-0.112603,0.063944,0,-0.28,0.7788,physi,0.949039053,0.6572698276,1.370327811
physicianq3,5,0.032118,0.186564,-0.33539,0.39962,240.67,-0.057785,0.108890,0,0.17,0.8635,physi,1.0326389664,0.7150599585,1.4912640852
sesq0,5,0.385333,0.198109,-0.00323,0.77390,1682.6,0.318595,0.416238,0,1.95,0.0519,physi,1.4701030853,0.9967722734,2.1682014429
sesq1,5,0.216242,0.187914,-0.15242,0.58491,1237.1,0.165480,0.267264,0,1.15,0.2501,physi,1.2414023923,0.8586245248,1.7948239949
sesq2,5,0.194324,0.198961,-0.19976,0.58841,115.43,0.093824,0.297900,0,0.98,0.3308,physi,1.2144898347,0.8189242555,1.8011257435
heduc1,5,0.442825,0.180844,0.08681,0.79884,274.17,0.379908,0.504115,0,2.45,0.0150,physi,1.5570998039,1.0906840854,2.2229716484
heduc2,5,-0.053696,0.164044,-0.38554,0.27815,38.866,-0.155117,0.078582,0,-0.33,0.7452,physi,0.9477204457,0.6800809936,1.3206868765
fincome1,5,-0.046693,0.244031,-0.53095,0.43757,98.164,-0.180775,0.063858,0,-0.19,0.8487,physi,0.9543799542,0.5880431795,1.5489357394
fincome2,5,0.029957,0.203701,-0.37788,0.43779,57.475,-0.128957,0.104243,0,0.15,0.8836,physi,1.0304097205,0.6853158193,1.5492772268
fincome3,5,-0.091963,0.256272,-0.62399,0.44006,21.614,-0.238873,0.130753,0,-0.36,0.7232,physi,0.9121386901,0.5358030534,1.5528037489
midwest,5,0.152525,0.144594,-0.13151,0.43656,543.62,0.112678,0.212775,0,1.05,0.2920,physi,1.1647718603,0.8767734772,1.5473705829
south,5,0.215358,0.219797,-0.23614,0.66685,26.367,0.069441,0.387155,0,0.98,0.3361,physi,1.2403054053,0.789674012,1.9480918391
west,5,0.016412,0.232979,-0.45486,0.48769,38.92,-0.100247,0.191951,0,0.07,0.9442,physi,1.0165473158,0.6345345653,1.6285455542
chage,5,0.231368,0.028916,0.17404,0.28869,106.72,0.218770,0.247999,0,8.00,<.0001,physi,1.2603228526,1.1901066158,1.3346818441
white,5,-0.228180,0.284853,-0.79225,0.33589,118.4,-0.374737,-0.080029,0,-0.80,0.4247,physi,0.7959806957,0.4528262545,1.3991796226
sex,5,-0.440513,0.139984,-0.72710,-0.15392,28.337,-0.556665,-0.362222,0,-3.15,0.0039,physi,0.6437061994,0.4833066221,0.8573391138
INTERCEPT,5,-7.232488,0.604559,-8.41767,-6.04730,5294.6,-7.345778,-7.115343,0,-11.96,<.0001,physi,0.0007227208,0.0002209282,0.0023642315
physician_m,5,0.000025234,0.000140,-0.00025,0.00030,375.43,-0.000021442,0.000084523,0,0.18,0.8567,physi,1.0000252346,0.9997507289,1.0002998157
ses_m,5,-0.051688,0.024882,-0.10046,-0.00292,16777,-0.054473,-0.047013,0,-2.08,0.0378,physi,0.9496246335,0.9044218106,0.9970866845
husbeduc,5,-0.198989,0.100516,-0.39691,-0.00107,263.14,-0.230111,-0.153260,0,-1.98,0.0488,physi,0.8195588821,0.6723966043,0.9989294368
income,5,0.005767,0.072130,-0.13685,0.14838,139.11,-0.021847,0.035681,0,0.08,0.9364,physi,1.0057832748,0.872104836,1.1599522833
midwest,5,0.152354,0.146116,-0.13545,0.44016,244.8,0.103703,0.223571,0,1.04,0.2981,physi,1.1645723527,0.8733226949,1.5529526172
south,5,0.191311,0.218963,-0.25898,0.64160,25.756,0.048209,0.370942,0,0.87,0.3903,physi,1.2108359463,0.7718367175,1.8995257101
west,5,-0.006519,0.227086,-0.46768,0.45464,34.677,-0.105115,0.170670,0,-0.03,0.9773,physi,0.9935021632,0.6264529596,1.5756115972
chage,5,0.231270,0.028921,0.17392,0.28862,104.46,0.218698,0.248164,0,8.00,<.0001,physi,1.2601997516,1.1899635943,1.3345815129
white,5,-0.214999,0.282609,-0.77392,0.34392,134.89,-0.350817,-0.066028,0,-0.76,0.4481,physi,0.8065420461,0.4612029362,1.4104638568
sex,5,-0.437885,0.140140,-0.72494,-0.15083,28.014,-0.553612,-0.358268,0,-3.12,0.0041,physi,0.6454001626,0.4843520783,0.8599970736
INTERCEPT,5,-7.990794,0.554069,-9.07883,-6.90276,633.25,-8.234836,-7.877702,0,-14.42,<.0001,food,0.000338565,0.000114055,0.0010050085
desertq1,5,0.240670,0.196636,-0.15521,0.63655,45.704,0.129383,0.394886,0,1.22,0.2272,food,1.2721015072,0.8562391485,1.8899419016
desertq2,5,-0.012513,0.200194,-0.41052,0.38550,85.474,-0.141967,0.065522,0,-0.06,0.9503,food,0.9875648581,0.6633042645,1.4703423468
desertq3,5,-0.030304,0.220340,-0.48026,0.41965,30.065,-0.180691,0.110122,0,-0.14,0.8915,food,0.9701510084,0.6186244728,1.521428622
sesq0,5,0.435415,0.189582,0.06340,0.80743,1023.6,0.359230,0.460776,0,2.30,0.0218,food,1.5456051149,1.06545561,2.242134866
sesq1,5,0.242219,0.186941,-0.12430,0.60874,3666.6,0.195649,0.276679,0,1.30,0.1952,food,1.2740732677,0.8831157006,1.8381087444
sesq2,5,0.196033,0.194479,-0.18776,0.57982,177.49,0.118909,0.291030,0,1.01,0.3148,food,1.2165664831,0.8288173331,1.7857179726
heduc1,5,0.438044,0.180752,0.08199,0.79410,240.73,0.366777,0.500722,0,2.42,0.0161,food,1.5496725579,1.0854417973,2.2124493848
heduc2,5,-0.062643,0.164351,-0.39561,0.27032,37.141,-0.166550,0.070006,0,-0.38,0.7053,food,0.9392790711,0.6732712786,1.3103858749
fincome1,5,-0.038675,0.241954,-0.51811,0.44076,111.25,-0.170382,0.063672,0,-0.16,0.8733,food,0.9620629159,0.595644249,1.5538890128
fincome2,5,0.031945,0.201931,-0.37168,0.43557,62.2,-0.121837,0.107977,0,0.16,0.8748,food,1.0324603239,0.6895716758,1.5458499207
fincome3,5,-0.094079,0.255684,-0.62410,0.43594,22.169,-0.247266,0.123333,0,-0.37,0.7164,food,0.9102106196,0.535741975,1.5464223648
midwest,5,0.174310,0.144786,-0.11038,0.45900,378.51,0.118056,0.228689,0,1.20,0.2294,food,1.1904241627,0.8954974921,1.5824831445
south,5,0.258369,0.213552,-0.17660,0.69334,32.035,0.121999,0.399576,0,1.21,0.2352,food,1.2948168941,0.8381121576,2.0003895351
west,5,0.041044,0.232442,-0.43197,0.51406,32.809,-0.055933,0.230598,0,0.18,0.8609,food,1.0418982967,0.6492302832,1.672060113
chage,5,0.232834,0.029332,0.17458,0.29109,92.497,0.219223,0.250238,0,7.94,<.0001,food,1.2621723782,1.1907488921,1.337879987
white,5,-0.237339,0.285584,-0.80292,0.32824,117.06,-0.386738,-0.092494,0,-0.83,0.4076,food,0.7887237789,0.4480184672,1.3885257973
sex,5,-0.437380,0.140056,-0.72437,-0.15039,27.797,-0.554303,-0.359922,0,-3.12,0.0042,food,0.6457263284,0.4846317463,0.8603697432
INTERCEPT,5,-7.139138,0.579320,-8.27479,-6.00348,6682.3,-7.228494,-7.009843,0,-12.32,<.0001,food,0.0007934361,0.0002548615,0.002470129
desert_m,5,-0.016195,0.028315,-0.07336,0.04097,41.527,-0.035160,-0.001283,0,-0.57,0.5704,food,0.9839352612,0.9292702557,1.0418159759
ses_m,5,-0.056227,0.023876,-0.10303,-0.00942,8589.4,-0.058561,-0.050840,0,-2.35,0.0185,food,0.9453241607,0.9020997408,0.9906196937
husbeduc,5,-0.195700,0.101295,-0.39546,0.00406,196.71,-0.230792,-0.144536,0,-1.93,0.0548,food,0.8222590271,0.6733682238,1.0040715967
income,5,0.003557,0.072696,-0.14028,0.14739,128.5,-0.024286,0.032258,0,0.05,0.9610,food,1.0035636778,0.8691161794,1.1588094656
midwest,5,0.171097,0.144737,-0.11356,0.45576,351,0.116204,0.229784,0,1.18,0.2380,food,1.1866061129,0.8926473094,1.5773688582
south,5,0.216626,0.213829,-0.22004,0.65329,30.048,0.084470,0.377435,0,1.01,0.3191,food,1.241879871,0.8024863934,1.9218588961
west,5,-0.017375,0.230453,-0.48596,0.45121,33.524,-0.109710,0.156236,0,-0.08,0.9403,food,0.9827749279,0.6151082853,1.5702057379
chage,5,0.232181,0.029301,0.17398,0.29038,91.581,0.218950,0.249837,0,7.92,<.0001,food,1.2613479738,1.1900348035,1.3369346059
white,5,-0.219345,0.284053,-0.78148,0.34279,125.88,-0.360633,-0.070313,0,-0.77,0.4414,food,0.8030443559,0.4577267345,1.4088760583
sex,5,-0.440230,0.139817,-0.72646,-0.15400,28.387,-0.556000,-0.361779,0,-3.15,0.0038,food,0.6438883712,0.4836198402,0.8572688715
